transaction date,transaction number,product type,product scent,product size,cash or card,loyalty number,customer name,loyalty tier,loyalty discount,quantity,sales before discount,sales after discount,profit
2023-08-15,150823057.0,Bar,Vanilla Bean,2x,Cash,1001511.0,Rona Ducker,Bronze,0.05,2.9999999999999996,20.58,19.55,5.3
2023-08-15,150823057.0,Liquid,Ocean Mist,1L,Cash,1001511.0,Rona Ducker,Bronze,0.05,2.0,9.18,8.72,2.46
2023-08-15,150823058.0,Liquid,Coconut Dream,0.5L,Card,,,,0.0,3.0,12.36,12.36,2.04
2023-08-15,150823058.0,Liquid,Coconut Dream,1L,Card,,,,0.0,4.0,30.0,30.0,2.68
2023-08-15,150823059.0,Liquid,Rose Garden,0.5L,Cash,1008341.0,Janka Giannoni,Silver,0.1,5.0,35.25,31.72,13.22
2023-08-15,150823060.0,Bar,Citrus Breeze,4x,Card,1009679.0,Thia Barmby,Bronze,0.0,5.000000000000001,20.3,20.3,6.8
2023-08-15,150823061.0,Bar,Rose Garden,1x,Cash,1001275.0,Caldwell Obell,Silver,0.1,1.0,2.45,2.2,0.65
2023-08-15,150823061.0,Liquid,Rose Garden,0.5L,Cash,1001275.0,Caldwell Obell,Silver,0.1,3.0,21.15,19.04,7.94
2023-08-15,150823062.0,Bar,Eucalyptus Mint,1x,Cash,1009742.0,Janis Winteringham,Bronze,0.05,4.0,13.96,13.26,5.7
2023-08-15,150823063.0,Bar,Vanilla Bean,2x,Cash,1005118.0,Aindrea Seid,Gold,0.15,1.0,6.86,5.83,1.08
2023-08-15,150823064.0,Liquid,Ocean Mist,0.5L,Card,,,,0.0,3.0,8.73,8.73,3.99
2023-08-15,150823064.0,Liquid,Fresh Rain,1L,Card,,,,0.0,4.0,32.6,32.6,14.76
2023-08-15,150823065.0,Bar,Lavender Fields,4x,Card,1000134.0,Benjy Gianotti,Bronze,0.05,3.0000000000000004,15.3,14.54,1.04
2023-08-15,150823066.0,Bar,Sandalwood Spice,2x,Card,,,,0.0,3.0,22.71,22.71,11.07
2023-08-15,150823066.0,Bar,Lavender Fields,4x,Card,,,,0.0,2.0,10.2,10.2,1.2
2023-08-15,150823067.0,Liquid,Rose Garden,0.25L,Card,1004355.0,Karita Biasi,Bronze,0.05,3.0000000000000004,5.7,5.42,-0.16
2023-08-15,150823067.0,Liquid,Cedarwood Forest,0.5L,Card,1004355.0,Karita Biasi,Bronze,0.05,5.0,21.95,20.85,7.6
2023-08-15,150823068.0,Bar,Lavender Fields,4x,Card,1002520.0,Humfrid Bettinson,Silver,0.1,4.0,20.4,18.36,0.36
2023-08-15,150823068.0,Bar,Coconut Dream,4x,Card,1002520.0,Humfrid Bettinson,Silver,0.1,1.0,9.63,8.67,3.49
2023-08-16,160823001.0,Bar,Cedarwood Forest,1x,Card,1009686.0,Genvieve Mcane,Bronze,0.05,5.0,10.9,10.36,4.81
2023-08-16,160823001.0,Liquid,Fresh Rain,1L,Card,1009686.0,Genvieve Mcane,Bronze,0.05,1.0,8.15,7.74,3.28
2023-08-16,160823001.0,Liquid,Cedarwood Forest,1L,Card,1009686.0,Genvieve Mcane,Bronze,0.05,2.0,13.52,12.84,2.32
2023-08-16,160823002.0,Bar,Ocean Mist,2x,Card,1002463.0,Anissa Crone,Silver,0.1,5.0,10.2,9.18,2.93
2023-08-16,160823002.0,Liquid,Cedarwood Forest,1L,Card,1002463.0,Anissa Crone,Silver,0.1,3.0000000000000004,20.28,18.25,2.47
2023-08-16,160823003.0,Bar,Lavender Fields,1x,Cash,,,,0.0,2.0,3.54,3.54,1.04
2023-08-16,160823003.0,Bar,Cedarwood Forest,4x,Cash,,,,0.0,4.0,21.2,21.2,5.2
2023-08-16,160823004.0,Liquid,Eucalyptus Mint,1L,Cash,,,,0.0,2.0,26.54,26.54,8.62
2023-08-16,160823005.0,Liquid,Eucalyptus Mint,1L,Card,,,,0.0,4.0,53.08,53.08,17.24
2023-08-16,160823006.0,Bar,Sandalwood Spice,1x,Cash,1007783.0,Derron Indruch,Gold,0.15,1.0,3.75,3.19,1.15
2023-08-16,160823006.0,Bar,Cedarwood Forest,1x,Cash,1007783.0,Derron Indruch,Gold,0.15,2.0,4.36,3.71,1.49
2023-08-16,160823006.0,Bar,Lavender Fields,4x,Cash,1007783.0,Derron Indruch,Gold,0.15,5.0,25.5,21.68,-0.82
2023-08-16,160823007.0,Liquid,Eucalyptus Mint,0.5L,Card,1001656.0,Orson Hatfull,Silver,0.1,2.0,17.76,15.98,6.96
2023-08-16,160823007.0,Liquid,Ocean Mist,1L,Card,1001656.0,Orson Hatfull,Silver,0.1,3.0,13.77,12.39,3.0
2023-08-16,160823008.0,Bar,Rose Garden,2x,Card,,,,0.0,5.0,15.85,15.85,1.1
2023-08-16,160823008.0,Bar,Vanilla Bean,2x,Card,,,,0.0,4.0,27.44,27.44,8.44
2023-08-16,160823009.0,Bar,Citrus Breeze,1x,Cash,,,,0.0,1.0,0.81,0.81,0.06
2023-08-16,160823009.0,Bar,Eucalyptus Mint,2x,Cash,,,,0.0,2.0,12.46,12.46,5.28
2023-08-16,160823010.0,Liquid,Cedarwood Forest,0.25L,Cash,1005826.0,Theo Brookzie,,0.0,2.0,3.12,3.12,0.46
2023-08-16,160823011.0,Bar,Rose Garden,4x,Cash,1008764.0,Jacques Gilpin,,0.0,4.0,33.48,33.48,11.16
2023-08-16,160823012.0,Bar,Cedarwood Forest,4x,Card,1008628.0,Quillan Aphale,Bronze,0.05,2.0,10.6,10.07,2.07
2023-08-16,160823013.0,Bar,Ocean Mist,4x,Cash,1008084.0,Carita Gillease,Silver,0.1,1.0,4.65,4.19,1.81
2023-08-16,160823013.0,Liquid,Coconut Dream,0.5L,Cash,1008084.0,Carita Gillease,Silver,0.1,5.0,20.6,18.54,1.34
2023-08-16,160823014.0,Bar,Coconut Dream,4x,Card,1001387.0,Svend Boatwright,Silver,0.1,4.999999999999999,48.15,43.34,17.44
2023-08-16,160823014.0,Liquid,Sandalwood Spice,1L,Card,1001387.0,Svend Boatwright,Silver,0.1,3.0,39.57,35.61,6.6
2023-08-16,160823015.0,Bar,Cedarwood Forest,2x,Cash,,,,0.0,4.0,12.2,12.2,3.76
2023-08-16,160823015.0,Liquid,Rose Garden,0.25L,Cash,,,,0.0,5.0,9.5,9.5,0.2
2023-08-16,160823015.0,Liquid,Eucalyptus Mint,0.5L,Cash,,,,0.0,1.0,8.88,8.88,4.37
2023-08-16,160823016.0,Liquid,Fresh Rain,0.25L,Cash,1005052.0,Jasmine Rappa,,0.0,1.0,1.43,1.43,0.3
2023-08-16,160823016.0,Liquid,Vanilla Bean,0.25L,Cash,1005052.0,Jasmine Rappa,,0.0,1.0,4.61,4.61,1.61
2023-08-16,160823017.0,Bar,Ocean Mist,1x,Card,,,,0.0,4.0,4.8,4.8,2.16
2023-08-16,160823018.0,Bar,Citrus Breeze,1x,Card,1005185.0,Lorita Doudney,Silver,0.1,4.999999999999999,4.05,3.64,-0.11
2023-08-16,160823018.0,Liquid,Fresh Rain,0.5L,Card,1005185.0,Lorita Doudney,Silver,0.1,5.0,11.25,10.12,-1.08
2023-08-16,160823019.0,Liquid,Coconut Dream,0.5L,Card,1005236.0,Lewie Rawcliffe,Bronze,0.05,5.0,20.6,19.57,2.37
2023-08-16,160823020.0,Bar,Lavender Fields,2x,Cash,1008665.0,Gardiner Buddell,Bronze,0.05,4.0,9.64,9.16,-0.36
2023-08-16,160823021.0,Liquid,Coconut Dream,0.25L,Card,,,,0.0,4.0,9.52,9.52,2.6
2023-08-16,160823021.0,Liquid,Ocean Mist,0.5L,Card,,,,0.0,1.0,2.91,2.91,1.33
2023-08-16,160823021.0,Liquid,Cedarwood Forest,1L,Card,,,,0.0,1.0,6.76,6.76,1.5
2023-08-16,160823022.0,Bar,Lavender Fields,2x,Cash,1006507.0,Athena Cloute,Bronze,0.05,3.0,7.23,6.87,-0.27
2023-08-16,160823022.0,Bar,Eucalyptus Mint,4x,Cash,1006507.0,Athena Cloute,Bronze,0.05,5.0,41.5,39.42,5.42
2023-08-16,160823022.0,Liquid,Fresh Rain,0.25L,Cash,1006507.0,Athena Cloute,Bronze,0.05,4.0,5.72,5.43,0.91
2023-08-16,160823023.0,Bar,Ocean Mist,1x,Card,1005116.0,Grier Cockley,Gold,0.15,5.0,6.0,5.1,1.8
2023-08-16,160823023.0,Bar,Cedarwood Forest,1x,Card,1005116.0,Grier Cockley,Gold,0.15,2.0,4.36,3.71,1.49
2023-08-16,160823023.0,Liquid,Lavender Fields,1L,Card,1005116.0,Grier Cockley,Gold,0.15,1.0,8.09,6.88,0.95
2023-08-16,160823024.0,Bar,Ocean Mist,1x,Card,1002512.0,Korey Beese,Bronze,0.05,2.0,2.4,2.28,0.96
2023-08-16,160823024.0,Liquid,Eucalyptus Mint,0.25L,Card,1002512.0,Korey Beese,Bronze,0.05,5.0,22.5,21.38,10.03
2023-08-16,160823025.0,Bar,Fresh Rain,4x,Cash,,,,0.0,2.0,8.56,8.56,1.8
2023-08-16,160823025.0,Liquid,Sandalwood Spice,0.5L,Cash,,,,0.0,1.0,9.56,9.56,4.69
2023-08-16,160823026.0,Bar,Cedarwood Forest,2x,Card,,,,0.0,1.0,3.05,3.05,0.94
2023-08-16,160823026.0,Liquid,Fresh Rain,0.25L,Card,,,,0.0,3.0,4.29,4.29,0.9
2023-08-16,160823026.0,Liquid,Ocean Mist,0.5L,Card,,,,0.0,4.0,11.64,11.64,5.32
2023-08-16,160823027.0,Liquid,Ocean Mist,0.5L,Card,1000426.0,Gerrie Mustill,Bronze,0.05,2.0,5.82,5.53,2.37
2023-08-16,160823027.0,Liquid,Citrus Breeze,1L,Card,1000426.0,Gerrie Mustill,Bronze,0.05,1.0,5.92,5.62,2.07
2023-08-16,160823027.0,Liquid,Rose Garden,1L,Card,1000426.0,Gerrie Mustill,Bronze,0.05,3.0,35.55,33.77,11.72
2023-08-16,160823028.0,Bar,Fresh Rain,4x,Cash,1003154.0,Gabriello Decent,Silver,0.1,3.0,12.84,11.56,1.42
2023-08-16,160823028.0,Liquid,Rose Garden,0.25L,Cash,1003154.0,Gabriello Decent,Silver,0.1,2.0,3.8,3.42,-0.3
2023-08-16,160823029.0,Bar,Vanilla Bean,1x,Card,,,,0.0,2.0,7.28,7.28,2.28
2023-08-16,160823030.0,Bar,Sandalwood Spice,1x,Cash,1000827.0,Sly Lequeux,,0.0,2.0,7.5,7.5,3.42
2023-08-16,160823031.0,Bar,Vanilla Bean,4x,Card,1006443.0,Nealon Lage,Bronze,0.05,1.0,17.74,16.85,7.85
2023-08-16,160823032.0,Bar,Rose Garden,2x,Cash,,,,0.0,1.0,3.17,3.17,0.22
2023-08-16,160823032.0,Liquid,Sandalwood Spice,0.25L,Cash,,,,0.0,2.0,8.5,8.5,3.6
2023-08-16,160823032.0,Liquid,Fresh Rain,0.5L,Cash,,,,0.0,1.0,2.25,2.25,0.01
2023-08-16,160823033.0,Bar,Rose Garden,2x,Cash,1009980.0,Ros Nuscha,,0.0,2.0,6.34,6.34,0.44
2023-08-16,160823034.0,Liquid,Ocean Mist,0.25L,Cash,1009757.0,Lonni Mcglynn,Bronze,0.05,5.0,7.75,7.36,3.41
2023-08-16,160823034.0,Liquid,Citrus Breeze,0.5L,Cash,1009757.0,Lonni Mcglynn,Bronze,0.05,3.0,7.44,7.07,1.7
2023-08-16,160823035.0,Bar,Cedarwood Forest,4x,Card,,,,0.0,4.0,21.2,21.2,5.2
2023-08-16,160823035.0,Liquid,Vanilla Bean,0.25L,Card,,,,0.0,4.0,18.44,18.44,6.44
2023-08-16,160823035.0,Liquid,Ocean Mist,1L,Card,,,,0.0,3.0,13.77,13.77,4.38
2023-08-16,160823036.0,Bar,Ocean Mist,1x,Cash,1003318.0,Chester Brunsen,,0.0,2.0,2.4,2.4,1.08
2023-08-16,160823037.0,Bar,Vanilla Bean,1x,Cash,,,,0.0,4.0,14.56,14.56,4.56
2023-08-16,160823037.0,Bar,Coconut Dream,1x,Cash,,,,0.0,3.0,8.22,8.22,3.9
2023-08-16,160823038.0,Liquid,Rose Garden,0.5L,Card,1008372.0,Antonietta Bazely,,0.0,2.0,14.1,14.1,6.7
2023-08-16,160823038.0,Liquid,Sandalwood Spice,1L,Card,1008372.0,Antonietta Bazely,,0.0,5.0,65.95,65.95,17.6
2023-08-16,160823039.0,Liquid,Cedarwood Forest,1L,Card,1002425.0,Shayne Marl,Bronze,0.0,5.0,33.8,33.8,7.5
2023-08-16,160823040.0,Bar,Vanilla Bean,4x,Cash,1004782.0,Jone Cheine,Bronze,0.05,5.000000000000001,88.7,84.26,39.26
2023-08-16,160823040.0,Bar,Cedarwood Forest,4x,Cash,1004782.0,Jone Cheine,Bronze,0.05,3.0,15.9,15.1,3.1
2023-08-16,160823041.0,Bar,Citrus Breeze,2x,Cash,,,,0.0,4.0,8.08,8.08,2.4
2023-08-16,160823041.0,Bar,Sandalwood Spice,2x,Cash,,,,0.0,3.0,22.71,22.71,11.07
2023-08-16,160823042.0,Liquid,Ocean Mist,0.25L,Cash,1005865.0,Carmon Oldey,Gold,0.15,1.0,1.55,1.32,0.53
2023-08-16,160823042.0,Liquid,Sandalwood Spice,0.5L,Cash,1005865.0,Carmon Oldey,Gold,0.15,4.999999999999999,47.8,40.63,16.28
2023-08-16,160823043.0,Bar,Sandalwood Spice,1x,Card,,,,0.0,1.0,3.75,3.75,1.71
2023-08-16,160823043.0,Bar,Vanilla Bean,2x,Card,,,,0.0,4.0,27.44,27.44,8.44
2023-08-16,160823043.0,Liquid,Ocean Mist,0.5L,Card,,,,0.0,5.0,14.55,14.55,6.65
2023-08-16,160823044.0,Bar,Eucalyptus Mint,1x,Card,1005930.0,Patin Averies,Bronze,0.05,4.999999999999999,17.45,16.58,7.13
2023-08-16,160823045.0,Bar,Sandalwood Spice,1x,Cash,1007983.0,Baird Leidl,Silver,0.1,3.0,11.25,10.12,4.0
2023-08-16,160823045.0,Bar,Vanilla Bean,2x,Cash,1007983.0,Baird Leidl,Silver,0.1,1.0,6.86,6.17,1.42
2023-08-16,160823046.0,Bar,Fresh Rain,1x,Cash,,,,0.0,2.0,3.22,3.22,1.34
2023-08-16,160823046.0,Bar,Cedarwood Forest,2x,Cash,,,,0.0,4.0,12.2,12.2,3.76
2023-08-16,160823047.0,Liquid,Eucalyptus Mint,0.25L,Card,1000626.0,Kania Jansson,Silver,0.1,1.0,4.5,4.05,1.78
2023-08-16,160823047.0,Liquid,Vanilla Bean,0.5L,Card,1000626.0,Kania Jansson,Silver,0.1,4.0,29.4,26.46,2.58
2023-08-16,160823048.0,Bar,Coconut Dream,4x,Card,1004163.0,Anthiathia Rudolf,Bronze,0.05,4.999999999999999,48.15,45.74,19.84
2023-08-16,160823048.0,Liquid,Sandalwood Spice,0.5L,Card,1004163.0,Anthiathia Rudolf,Bronze,0.05,1.0,9.56,9.08,4.21
2023-08-16,160823049.0,Bar,Sandalwood Spice,1x,Cash,1005402.0,Julienne Ashburner,Silver,0.1,2.0,7.5,6.75,2.67
2023-08-16,160823049.0,Liquid,Eucalyptus Mint,0.25L,Cash,1005402.0,Julienne Ashburner,Silver,0.1,4.0,18.0,16.2,7.12
2023-08-16,160823049.0,Liquid,Fresh Rain,0.5L,Cash,1005402.0,Julienne Ashburner,Silver,0.1,5.0,11.25,10.12,-1.08
2023-08-16,160823050.0,Bar,Eucalyptus Mint,2x,Card,1009194.0,Teddy Grieg,Silver,0.1,1.0,6.23,5.61,2.02
2023-08-16,160823050.0,Liquid,Coconut Dream,1L,Card,1009194.0,Teddy Grieg,Silver,0.1,2.0,15.0,13.5,-0.16
2023-08-16,160823051.0,Bar,Cedarwood Forest,4x,Cash,1007773.0,Bobbe Rassell,Silver,0.1,1.0,5.3,4.77,0.77
2023-08-16,160823051.0,Liquid,Ocean Mist,0.25L,Cash,1007773.0,Bobbe Rassell,Silver,0.1,5.0,7.75,6.98,3.03
2023-08-16,160823052.0,Liquid,Cedarwood Forest,0.5L,Card,1002404.0,Tye Hackelton,,0.0,3.0,13.17,13.17,5.22
2023-08-16,160823053.0,Bar,Fresh Rain,4x,Card,1009521.0,Corbie Reston,Silver,0.1,4.999999999999999,21.4,19.26,2.36
2023-08-16,160823054.0,Bar,Ocean Mist,1x,Card,1007295.0,Anitra Stockau,Silver,0.1,1.0,1.2,1.08,0.42
2023-08-16,160823054.0,Liquid,Sandalwood Spice,1L,Card,1007295.0,Anitra Stockau,Silver,0.1,4.0,52.76,47.48,8.8
2023-08-16,160823055.0,Bar,Rose Garden,2x,Cash,1002165.0,Clovis Maxwell,,0.0,5.0,15.85,15.85,1.1
2023-08-16,160823056.0,Bar,Fresh Rain,1x,Card,1003131.0,Kendall Kwiek,Bronze,0.05,2.0,3.22,3.06,1.18
2023-08-16,160823056.0,Bar,Eucalyptus Mint,2x,Card,1003131.0,Kendall Kwiek,Bronze,0.05,2.0,12.46,11.84,4.66
2023-08-16,160823057.0,Bar,Citrus Breeze,4x,Card,,,,0.0,3.0,12.18,12.18,4.08
2023-08-16,160823057.0,Liquid,Citrus Breeze,0.25L,Card,,,,0.0,3.0,4.38,4.38,1.68
2023-08-16,160823058.0,Liquid,Fresh Rain,0.25L,Cash,1000673.0,Linnell Danskine,Bronze,0.05,2.0,2.86,2.72,0.46
2023-08-16,160823059.0,Liquid,Rose Garden,1L,Cash,1003120.0,Cordy Odegaard,Silver,0.1,5.0,59.25,53.32,16.57
2023-08-16,160823059.0,Liquid,Sandalwood Spice,1L,Cash,1003120.0,Cordy Odegaard,Silver,0.1,1.0,13.19,11.87,2.2
2023-08-16,160823060.0,Liquid,Eucalyptus Mint,0.25L,Card,,,,0.0,2.0,9.0,9.0,4.46
2023-08-16,160823060.0,Liquid,Citrus Breeze,0.5L,Card,,,,0.0,5.0,12.4,12.4,3.45
2023-08-16,160823060.0,Liquid,Vanilla Bean,0.5L,Card,,,,0.0,4.0,29.4,29.4,5.52
2023-08-16,160823061.0,Bar,Eucalyptus Mint,1x,Cash,1006839.0,Katusha Kimbrey,Silver,0.1,2.0,6.98,6.28,2.5
2023-08-16,160823061.0,Liquid,Lavender Fields,0.5L,Cash,1006839.0,Katusha Kimbrey,Silver,0.1,4.0,19.8,17.82,5.86
2023-08-16,160823062.0,Bar,Ocean Mist,1x,Cash,,,,0.0,4.0,4.8,4.8,2.16
2023-08-16,160823062.0,Bar,Fresh Rain,4x,Cash,,,,0.0,1.0,4.28,4.28,0.9
2023-08-16,160823063.0,Bar,Ocean Mist,4x,Cash,,,,0.0,2.9999999999999996,13.95,13.95,6.81
2023-08-16,160823063.0,Bar,Eucalyptus Mint,4x,Cash,,,,0.0,1.0,8.3,8.3,1.5
2023-08-16,160823063.0,Liquid,Lavender Fields,0.5L,Cash,,,,0.0,5.0,24.75,24.75,9.8
2023-08-16,160823064.0,Bar,Coconut Dream,4x,Card,1008935.0,Kurt Fridd,Bronze,0.05,4.0,38.52,36.59,15.87
2023-08-16,160823064.0,Liquid,Citrus Breeze,0.5L,Card,1008935.0,Kurt Fridd,Bronze,0.05,5.0,12.4,11.78,2.83
2023-08-16,160823065.0,Bar,Eucalyptus Mint,2x,Cash,,,,0.0,4.999999999999999,31.15,31.15,13.2
2023-08-17,170823001.0,Bar,Fresh Rain,4x,Cash,1003382.0,Susan Fick,Gold,0.15,4.0,17.12,14.55,1.03
2023-08-17,170823001.0,Liquid,Lavender Fields,0.5L,Cash,1003382.0,Susan Fick,Gold,0.15,2.0,9.9,8.42,2.44
2023-08-17,170823002.0,Bar,Coconut Dream,1x,Cash,1005096.0,Dede Roisen,Bronze,0.05,2.0,5.48,5.21,2.33
2023-08-17,170823003.0,Bar,Coconut Dream,1x,Card,1004081.0,Elora Paulsson,Silver,0.1,4.999999999999999,13.7,12.33,5.13
2023-08-17,170823003.0,Liquid,Lavender Fields,1L,Card,1004081.0,Elora Paulsson,Silver,0.1,4.0,32.36,29.12,5.4
2023-08-17,170823004.0,Bar,Cedarwood Forest,1x,Cash,1000616.0,Farra Trenbay,Bronze,0.05,5.0,10.9,10.36,4.81
2023-08-17,170823004.0,Liquid,Sandalwood Spice,0.25L,Cash,1000616.0,Farra Trenbay,Bronze,0.05,2.0,8.5,8.07,3.17
2023-08-17,170823004.0,Liquid,Sandalwood Spice,0.5L,Cash,1000616.0,Farra Trenbay,Bronze,0.05,4.999999999999999,47.8,45.41,21.06
2023-08-17,170823005.0,Bar,Fresh Rain,2x,Card,1005353.0,Kirk Shugg,Silver,0.1,2.0,3.78,3.4,-0.18
2023-08-17,170823005.0,Liquid,Coconut Dream,0.5L,Card,1005353.0,Kirk Shugg,Silver,0.1,5.0,20.6,18.54,1.34
2023-08-17,170823005.0,Liquid,Eucalyptus Mint,1L,Card,1005353.0,Kirk Shugg,Silver,0.1,3.0000000000000004,39.81,35.83,8.95
2023-08-17,170823006.0,Bar,Cedarwood Forest,4x,Cash,1002151.0,Andromache Currell,Bronze,0.05,1.0,5.3,5.03,1.03
2023-08-17,170823006.0,Liquid,Eucalyptus Mint,0.25L,Cash,1002151.0,Andromache Currell,Bronze,0.05,5.0,22.5,21.38,10.03
2023-08-17,170823007.0,Bar,Rose Garden,1x,Cash,1006692.0,Donella Gullivent,Bronze,0.05,4.0,9.8,9.31,3.11
2023-08-17,170823008.0,Bar,Citrus Breeze,1x,Cash,1001694.0,Yetty Colling,Gold,0.15,3.0,2.43,2.07,-0.18
2023-08-17,170823008.0,Liquid,Lavender Fields,0.25L,Cash,1001694.0,Yetty Colling,Gold,0.15,1.0,2.3,1.95,0.45
2023-08-17,170823009.0,Bar,Fresh Rain,1x,Card,,,,0.0,4.0,6.44,6.44,2.68
2023-08-17,170823009.0,Bar,Citrus Breeze,2x,Card,,,,0.0,3.0,6.06,6.06,1.8
2023-08-17,170823010.0,Liquid,Eucalyptus Mint,0.5L,Cash,,,,0.0,4.0,35.52,35.52,17.48
2023-08-17,170823011.0,Bar,Vanilla Bean,2x,Cash,,,,0.0,4.0,27.44,27.44,8.44
2023-08-17,170823011.0,Liquid,Ocean Mist,0.25L,Cash,,,,0.0,4.0,6.2,6.2,3.04
2023-08-17,170823012.0,Bar,Vanilla Bean,1x,Card,1004971.0,Jordanna O'fielly,Silver,0.1,4.0,14.56,13.1,3.1
2023-08-17,170823012.0,Liquid,Lavender Fields,0.5L,Card,1004971.0,Jordanna O'fielly,Silver,0.1,4.0,19.8,17.82,5.86
2023-08-17,170823012.0,Liquid,Rose Garden,1L,Card,1004971.0,Jordanna O'fielly,Silver,0.1,3.0,35.55,31.99,9.94
2023-08-17,170823013.0,Liquid,Ocean Mist,1L,Cash,1004991.0,Barty Impy,Bronze,0.05,3.0,13.77,13.08,3.69
2023-08-17,170823014.0,Bar,Coconut Dream,1x,Card,1004231.0,Mildrid Kiln,Bronze,0.05,3.0,8.22,7.81,3.49
2023-08-17,170823015.0,Liquid,Vanilla Bean,0.5L,Cash,1009919.0,Theda Needs,Bronze,0.05,3.0000000000000004,22.05,20.95,3.04
2023-08-17,170823016.0,Liquid,Vanilla Bean,0.5L,Cash,,,,0.0,1.0,7.35,7.35,1.38
2023-08-17,170823017.0,Liquid,Vanilla Bean,0.25L,Cash,1006485.0,Ernesta Canape,Bronze,0.05,5.0,23.05,21.9,6.9
2023-08-17,170823017.0,Liquid,Fresh Rain,0.5L,Cash,1006485.0,Ernesta Canape,Bronze,0.05,4.0,9.0,8.55,-0.41
2023-08-17,170823017.0,Liquid,Vanilla Bean,0.5L,Cash,1006485.0,Ernesta Canape,Bronze,0.05,3.0000000000000004,22.05,20.95,3.04
2023-08-17,170823018.0,Liquid,Cedarwood Forest,0.5L,Cash,1000050.0,Joaquin Earlam,Bronze,0.05,4.0,17.56,16.68,6.08
2023-08-17,170823018.0,Liquid,Ocean Mist,1L,Cash,1000050.0,Joaquin Earlam,Bronze,0.05,4.0,18.36,17.44,4.92
2023-08-17,170823019.0,Liquid,Eucalyptus Mint,0.5L,Card,1008240.0,Rosemonde Caldecot,Silver,0.1,2.0,17.76,15.98,6.96
2023-08-17,170823020.0,Bar,Coconut Dream,2x,Card,1003088.0,Brandie Lowery,Bronze,0.05,1.0,4.32,4.1,1.36
2023-08-17,170823020.0,Bar,Rose Garden,4x,Card,1003088.0,Brandie Lowery,Bronze,0.05,4.0,33.48,31.81,9.49
2023-08-17,170823020.0,Liquid,Sandalwood Spice,0.5L,Card,1003088.0,Brandie Lowery,Bronze,0.05,1.0,9.56,9.08,4.21
2023-08-17,170823021.0,Bar,Sandalwood Spice,1x,Cash,,,,0.0,2.0,7.5,7.5,3.42
2023-08-17,170823021.0,Bar,Cedarwood Forest,1x,Cash,,,,0.0,3.0,6.54,6.54,3.21
2023-08-17,170823021.0,Bar,Ocean Mist,2x,Cash,,,,0.0,2.0,4.08,4.08,1.58
2023-08-17,170823022.0,Liquid,Coconut Dream,1L,Card,1001741.0,Gard Pamplin,Bronze,0.05,1.0,7.5,7.12,0.29
2023-08-17,170823023.0,Bar,Ocean Mist,4x,Cash,1000526.0,Christa Hentzer,Bronze,0.05,1.0,4.65,4.42,2.04
2023-08-17,170823024.0,Bar,Eucalyptus Mint,1x,Cash,1004344.0,Christian Peacocke,Bronze,0.05,2.0,6.98,6.63,2.85
2023-08-17,170823024.0,Liquid,Fresh Rain,0.25L,Cash,1004344.0,Christian Peacocke,Bronze,0.05,5.000000000000001,7.15,6.79,1.14
2023-08-17,170823024.0,Liquid,Sandalwood Spice,1L,Cash,1004344.0,Christian Peacocke,Bronze,0.05,2.0,26.38,25.06,5.72
2023-08-17,170823025.0,Bar,Rose Garden,1x,Card,,,,0.0,5.0,12.25,12.25,4.5
2023-08-17,170823025.0,Bar,Cedarwood Forest,1x,Card,,,,0.0,5.0,10.9,10.9,5.35
2023-08-17,170823025.0,Liquid,Ocean Mist,0.25L,Card,,,,0.0,5.0,7.75,7.75,3.8
2023-08-17,170823026.0,Bar,Lavender Fields,1x,Cash,1006047.0,Nathalie Battyll,Bronze,0.05,1.0,1.77,1.68,0.43
2023-08-17,170823026.0,Bar,Eucalyptus Mint,4x,Cash,1006047.0,Nathalie Battyll,Bronze,0.05,2.9999999999999996,24.9,23.65,3.25
2023-08-17,170823027.0,Bar,Eucalyptus Mint,1x,Cash,1004534.0,Costanza Hankey,Silver,0.1,1.0,3.49,3.14,1.25
2023-08-17,170823027.0,Bar,Sandalwood Spice,1x,Cash,1004534.0,Costanza Hankey,Silver,0.1,1.0,3.75,3.38,1.34
2023-08-17,170823027.0,Liquid,Lavender Fields,1L,Cash,1004534.0,Costanza Hankey,Silver,0.1,2.0,16.18,14.56,2.7
2023-08-17,170823028.0,Liquid,Ocean Mist,0.25L,Card,1009045.0,Baldwin Brazier,Bronze,0.05,5.0,7.75,7.36,3.41
2023-08-17,170823029.0,Bar,Vanilla Bean,2x,Card,1009133.0,Licha Sackler,Bronze,0.05,4.999999999999999,34.3,32.58,8.83
2023-08-17,170823029.0,Liquid,Sandalwood Spice,0.25L,Card,1009133.0,Licha Sackler,Bronze,0.05,4.0,17.0,16.15,6.35
2023-08-17,170823030.0,Bar,Sandalwood Spice,4x,Card,1000867.0,Rhianon Abramovici,Bronze,0.0,4.0,31.96,31.96,2.6
2023-08-17,170823030.0,Liquid,Coconut Dream,0.5L,Card,1000867.0,Rhianon Abramovici,Bronze,0.0,5.0,20.6,20.6,3.4
2023-08-17,170823031.0,Liquid,Fresh Rain,1L,Card,1004631.0,Simonette Pentelow,Bronze,0.05,3.0,24.45,23.23,9.85
2023-08-17,170823032.0,Bar,Ocean Mist,4x,Cash,1002786.0,Bruno Tremelling,,0.0,1.0,4.65,4.65,2.27
2023-08-17,170823032.0,Liquid,Rose Garden,1L,Cash,1002786.0,Bruno Tremelling,,0.0,5.0,59.25,59.25,22.5
